species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,37.7,14.4,162,3195,female,parental,chick,underweight,2024
Gentoo,Biscoe,36.8,18,162,3813,female,parental,chick,overweight,2024
Gentoo,Biscoe,30,17.3,181,3511,female,parental,chick,healthy,2024
Gentoo,Biscoe,31.2,19.3,178,3284,female,parental,chick,healthy,2024
Gentoo,Biscoe,29.6,18.8,182,3636,female,parental,chick,healthy,2024
Gentoo,Biscoe,31.1,19.4,177,3318,female,parental,chick,healthy,2024
Gentoo,Biscoe,32.5,19.5,174,3126,female,parental,chick,underweight,2024
Gentoo,Biscoe,34,15.6,173,3805,female,parental,chick,overweight,2024
Gentoo,Biscoe,33.9,18,179,3850,female,parental,chick,overweight,2024
Gentoo,Biscoe,37.9,18.3,188,3644,female,parental,chick,healthy,2024
Gentoo,Biscoe,41.8,15.8,169,3040,female,parental,chick,underweight,2024
Gentoo,Biscoe,40.7,19.5,179,4055,female,parental,chick,overweight,2024
Gentoo,Biscoe,36.4,16.8,194,4045,female,parental,chick,overweight,2024
Gentoo,Biscoe,30.8,18.3,163,3882,female,parental,chick,overweight,2024
Gentoo,Biscoe,40.2,19.2,186,3591,female,parental,chick,healthy,2024
Gentoo,Biscoe,32.2,17.9,178,3527,female,parental,chick,healthy,2024
Gentoo,Biscoe,41,22.2,188,4275,male,parental,chick,healthy,2024
Gentoo,Biscoe,32.5,18.1,209,3965,male,parental,chick,healthy,2024
Gentoo,Biscoe,41.3,22.7,185,4437,male,parental,chick,healthy,2024
Gentoo,Biscoe,54.3,12.1,194,3753,male,parental,chick,underweight,2024
Gentoo,Biscoe,33,16.8,192,4251,male,parental,chick,healthy,2024
Gentoo,Biscoe,36.2,16.1,190,3879,male,parental,chick,underweight,2024
Gentoo,Biscoe,43.5,21.7,195,4994,male,parental,chick,overweight,2024
Gentoo,Biscoe,43.3,17.3,188,3615,male,parental,chick,underweight,2024
Gentoo,Biscoe,37.8,18.6,215,4376,male,parental,chick,healthy,2024
Gentoo,Biscoe,37.6,15.6,190,3903,male,parental,chick,healthy,2024
Gentoo,Biscoe,47.5,20.4,206,4126,male,parental,chick,healthy,2024
Gentoo,Biscoe,42,16.1,217,4022,male,parental,chick,healthy,2024
Gentoo,Biscoe,41.6,14.2,203,3599,male,parental,chick,underweight,2024
Gentoo,Biscoe,37,17.4,202,4332,male,parental,chick,healthy,2024
Gentoo,Biscoe,40.8,16.5,204,3900,male,parental,chick,healthy,2024
Gentoo,Biscoe,38.2,18.1,211,4390,male,parental,chick,healthy,2024
Gentoo,Biscoe,29.6,16.1,189,3831,male,parental,chick,underweight,2024
Gentoo,Biscoe,37.6,19.5,196,4059,male,parental,chick,healthy,2024
Gentoo,Biscoe,36.8,17,198,4664,male,parental,chick,overweight,2024
Gentoo,Biscoe,43.7,19,186,4378,male,parental,chick,healthy,2024
Gentoo,Biscoe,36,18.6,201,3526,male,parental,chick,underweight,2024
Gentoo,Biscoe,38.2,18,179,3742,male,parental,chick,underweight,2024
Gentoo,Biscoe,39.6,16.7,201,3916,male,parental,chick,healthy,2024
Gentoo,Biscoe,41,15.5,195,3955,male,parental,chick,healthy,2024
Gentoo,Biscoe,37.6,16.2,185,3762,male,parental,chick,underweight,2024
Gentoo,Biscoe,27.7,14.5,194,4449,male,parental,chick,healthy,2024
Gentoo,Biscoe,43.1,19,181,4644,male,parental,chick,overweight,2024
Gentoo,Biscoe,45.6,20.5,204,3885,male,parental,chick,underweight,2024
Gentoo,Biscoe,39.2,19.1,186,4007,male,parental,chick,healthy,2024
Gentoo,Biscoe,41.9,16.2,215,4385,male,parental,chick,healthy,2024
Gentoo,Biscoe,35.8,19.7,212,4065,male,parental,chick,healthy,2024
Gentoo,Biscoe,30.6,18.6,208,4791,male,parental,chick,overweight,2024
Gentoo,Biscoe,32.5,16.4,214,4042,male,parental,chick,healthy,2024
Gentoo,Biscoe,34.1,16.9,188,3986,male,parental,chick,healthy,2024
Gentoo,Biscoe,46.3,17.1,214,4971,female,squid,juvenile,overweight,2024
Gentoo,Biscoe,35,17.6,226,4541,female,squid,juvenile,healthy,2024
Gentoo,Biscoe,28.9,20.3,205,5630,female,squid,adult,healthy,2024
Gentoo,Biscoe,43.4,20.9,215,6578,female,squid,adult,overweight,2024
Gentoo,Biscoe,40.6,18.3,197,6588,female,squid,adult,overweight,2024
Gentoo,Biscoe,42.2,20,248,7068,female,squid,adult,overweight,2024
Gentoo,Biscoe,38.9,18.3,211,4373,female,squid,juvenile,healthy,2024
Gentoo,Biscoe,45.1,18.6,192,5079,female,squid,juvenile,overweight,2024
Gentoo,Biscoe,59.1,19.4,232,6590,female,squid,adult,overweight,2024
Gentoo,Biscoe,38.6,25.9,221,5797,female,squid,adult,healthy,2024
Gentoo,Biscoe,45.6,18.3,183,4367,female,squid,juvenile,healthy,2024
Gentoo,Biscoe,52.7,18.5,224,5868,male,squid,juvenile,overweight,2024
Gentoo,Biscoe,56.2,23.2,244,6834,male,squid,adult,healthy,2024
Gentoo,Biscoe,51.2,16.2,242,5107,male,squid,juvenile,healthy,2024
Gentoo,Biscoe,55.6,23,227,8445,male,squid,adult,overweight,2024
Gentoo,Biscoe,37.4,24.1,231,6664,male,squid,juvenile,overweight,2024
Adelie,Biscoe,34.6,16.4,207,4565,female,fish,juvenile,overweight,2025
Adelie,Biscoe,52.9,16.9,207,5242,female,fish,juvenile,overweight,2025
Adelie,Biscoe,65.2,19.1,206,5543,female,fish,adult,overweight,2025
Adelie,Biscoe,37.2,16.8,190,4934,female,fish,juvenile,overweight,2025
Adelie,Biscoe,45,16.7,207,5112,female,fish,juvenile,overweight,2025
Adelie,Biscoe,55.9,14.4,209,4652,female,fish,juvenile,overweight,2025
Adelie,Biscoe,53.8,20.4,244,4763,female,fish,adult,healthy,2025
Adelie,Biscoe,52.3,21,218,5531,female,fish,adult,overweight,2025
Adelie,Biscoe,50.6,16.1,222,4932,female,fish,juvenile,overweight,2025
Adelie,Biscoe,46.2,16.9,213,5847,female,fish,juvenile,overweight,2025
Adelie,Biscoe,42.6,22.1,239,4772,female,fish,adult,healthy,2025
Adelie,Biscoe,55.4,17.5,230,5446,female,fish,adult,overweight,2025
Adelie,Biscoe,61.7,19.4,223,5511,female,fish,adult,overweight,2025
Adelie,Biscoe,49.4,17.2,195,4842,female,fish,juvenile,overweight,2025
Adelie,Biscoe,40.3,20.2,217,4508,female,fish,juvenile,overweight,2025
Adelie,Biscoe,46.9,22.7,231,5916,female,fish,adult,overweight,2025
Adelie,Biscoe,58.7,20.6,215,4228,female,fish,adult,healthy,2025
Adelie,Biscoe,65.8,26.1,245,6001,female,fish,adult,overweight,2025
Adelie,Biscoe,56.3,17.1,195,4623,female,fish,juvenile,overweight,2025
Adelie,Biscoe,62.9,10.1,218,6010,female,fish,adult,overweight,2025
Adelie,Biscoe,38,18,255,5454,female,fish,adult,overweight,2025
Adelie,Biscoe,50.3,18.1,243,4020,female,fish,adult,underweight,2025
Adelie,Biscoe,35.1,20.1,203,5111,female,fish,juvenile,overweight,2025
Adelie,Biscoe,56.3,18.6,236,5258,female,fish,adult,overweight,2025
Adelie,Biscoe,56.5,22.9,265,6538,male,fish,adult,overweight,2025
Adelie,Biscoe,56.8,20.6,298,5560,male,fish,adult,healthy,2025
Adelie,Biscoe,63.4,20.8,289,6008,male,fish,adult,overweight,2025
Adelie,Biscoe,58.3,19.4,266,6648,male,fish,adult,overweight,2025
Adelie,Biscoe,64,20.9,248,6887,male,fish,adult,overweight,2025
Adelie,Biscoe,37.6,17.8,212,4877,male,fish,juvenile,healthy,2025
Adelie,Biscoe,63.2,21.3,268,7172,male,fish,adult,overweight,2025
Adelie,Biscoe,44.5,21,269,6644,male,fish,adult,overweight,2025
Adelie,Biscoe,56.1,15.6,235,6095,male,fish,juvenile,overweight,2025
Adelie,Biscoe,53.4,16.1,221,6248,male,fish,juvenile,overweight,2025
Adelie,Biscoe,46.6,15.6,208,5937,male,fish,juvenile,overweight,2025
Adelie,Biscoe,59.4,19,248,6450,male,fish,adult,overweight,2025
Adelie,Biscoe,35.7,23,223,4639,male,fish,juvenile,healthy,2025
Adelie,Biscoe,54.6,19.7,245,7369,male,fish,adult,overweight,2025
Adelie,Biscoe,61.3,18.3,282,7205,male,fish,adult,overweight,2025
Adelie,Biscoe,57.1,19.9,227,6289,male,fish,adult,overweight,2025
Adelie,Biscoe,55.7,11.3,215,6030,male,fish,juvenile,overweight,2025
Adelie,Biscoe,36.7,19.8,205,5992,male,fish,juvenile,overweight,2025
Adelie,Biscoe,51.4,17.9,220,5857,male,fish,juvenile,overweight,2025
Adelie,Biscoe,56,17.5,227,7077,male,fish,juvenile,overweight,2025
Adelie,Biscoe,24.8,19.6,211,5017,female,krill,adult,overweight,2025
Adelie,Biscoe,29.8,14.3,154,3859,female,krill,juvenile,healthy,2025
Adelie,Biscoe,30.5,21.2,220,3690,male,krill,juvenile,underweight,2025
Adelie,Biscoe,27.7,25.2,265,6702,male,krill,adult,overweight,2025
Adelie,Biscoe,34.7,15.7,195,4289,male,krill,juvenile,underweight,2025
Adelie,Biscoe,30.9,20,229,4661,male,krill,juvenile,healthy,2025
Adelie,Biscoe,23.2,15,183,3857,female,krill,juvenile,healthy,2025
Adelie,Biscoe,22.3,16.3,174,3831,female,krill,juvenile,healthy,2025
Adelie,Biscoe,26.9,20.7,163,3545,female,krill,juvenile,underweight,2025
Adelie,Biscoe,21.4,16.3,170,3881,female,krill,juvenile,healthy,2025
Adelie,Biscoe,23.8,18.8,167,3728,female,krill,juvenile,healthy,2025
Adelie,Biscoe,25,13.2,187,3588,female,krill,juvenile,underweight,2025
Adelie,Biscoe,24,13.8,199,3642,female,krill,juvenile,underweight,2025
Adelie,Biscoe,22.5,18.9,190,3719,female,krill,juvenile,healthy,2025
Adelie,Biscoe,26.9,18.7,203,4425,female,krill,adult,healthy,2025
Adelie,Biscoe,25.1,18.5,202,3981,female,krill,juvenile,healthy,2025
Adelie,Biscoe,16.3,15.7,164,3992,female,krill,juvenile,healthy,2025
Adelie,Biscoe,28.5,15.7,187,4544,female,krill,adult,healthy,2025
Adelie,Biscoe,33.1,19.2,204,4351,female,krill,adult,healthy,2025
Adelie,Biscoe,29.4,16.2,213,4870,female,krill,adult,healthy,2025
Adelie,Biscoe,33.2,19.3,211,4628,female,krill,adult,healthy,2025
Adelie,Biscoe,31.7,15.1,193,3526,female,krill,juvenile,underweight,2025
Adelie,Biscoe,21,18.3,175,3745,female,krill,juvenile,healthy,2025
Adelie,Biscoe,19.4,16.5,174,3550,female,krill,juvenile,underweight,2025
Adelie,Biscoe,26.9,17.3,194,4406,male,krill,juvenile,underweight,2025
Adelie,Biscoe,32.9,19.8,184,4453,male,krill,juvenile,underweight,2025
Adelie,Biscoe,28.8,22,195,4312,male,krill,juvenile,underweight,2025
Adelie,Biscoe,28.8,18.3,228,5869,male,krill,adult,healthy,2025
Adelie,Biscoe,20.5,15.5,185,4577,male,krill,juvenile,healthy,2025
Adelie,Biscoe,24.7,15.2,200,4240,male,krill,juvenile,underweight,2025
Adelie,Biscoe,31.9,18.2,189,4309,male,krill,juvenile,underweight,2025
Adelie,Biscoe,29.4,15.3,183,3984,male,krill,juvenile,underweight,2025
Adelie,Biscoe,20.9,20,236,4538,male,krill,adult,underweight,2025
Adelie,Biscoe,37.1,19.8,229,5649,male,krill,adult,healthy,2025
Adelie,Biscoe,35.1,18.9,234,5542,male,krill,adult,healthy,2025
Adelie,Biscoe,19.6,14.9,185,4464,male,krill,juvenile,underweight,2025
Adelie,Biscoe,37.9,22.4,230,5841,male,krill,adult,healthy,2025
Adelie,Biscoe,26.5,19.2,200,4697,male,krill,juvenile,healthy,2025
Adelie,Biscoe,35.7,19.5,236,5275,male,krill,adult,healthy,2025
Adelie,Biscoe,21.1,19.3,221,4846,male,krill,juvenile,healthy,2025
Adelie,Biscoe,19.1,17.7,196,4264,male,krill,juvenile,underweight,2025
Adelie,Biscoe,30.8,22.5,230,4676,male,krill,adult,underweight,2025
Adelie,Biscoe,24.5,15.7,176,4936,male,krill,juvenile,healthy,2025
Adelie,Biscoe,31.7,19.3,223,5728,male,krill,adult,healthy,2025
Adelie,Biscoe,30.2,19.7,167,4743,male,krill,juvenile,healthy,2025
Adelie,Biscoe,29.9,19.8,203,4296,male,krill,adult,underweight,2025
Adelie,Biscoe,27.2,18.6,203,5085,male,krill,adult,underweight,2025
Adelie,Biscoe,28.9,18.5,166,3018,female,parental,chick,healthy,2025
Adelie,Biscoe,32.5,15.6,174,2696,female,parental,chick,underweight,2025
Adelie,Biscoe,28.6,15,176,3088,female,parental,chick,healthy,2025
Adelie,Biscoe,28.1,15.3,174,2586,female,parental,chick,underweight,2025
Adelie,Biscoe,25.9,12.2,152,2775,female,parental,chick,underweight,2025
Adelie,Biscoe,35,14.6,172,3003,female,parental,chick,healthy,2025
Adelie,Biscoe,26.9,19.1,175,2875,female,parental,chick,healthy,2025
Adelie,Biscoe,39.3,19.2,176,3238,female,parental,chick,overweight,2025
Adelie,Biscoe,23.4,15.2,168,3034,female,parental,chick,healthy,2025
Adelie,Biscoe,35.9,13.9,170,3125,female,parental,chick,healthy,2025
Adelie,Biscoe,19.1,17.1,164,3133,female,parental,chick,healthy,2025
Adelie,Biscoe,29.2,14.9,183,2911,female,parental,chick,healthy,2025
Adelie,Biscoe,27.1,16.9,157,2787,female,parental,chick,underweight,2025
Adelie,Biscoe,32.2,13.5,174,2990,female,parental,chick,healthy,2025
Adelie,Biscoe,34.1,15.6,160,3173,female,parental,chick,healthy,2025
Adelie,Biscoe,39.7,14.3,165,2953,female,parental,chick,healthy,2025
Adelie,Biscoe,27.3,15,170,3118,female,parental,chick,healthy,2025
Adelie,Biscoe,26.3,13.9,150,2995,female,parental,chick,healthy,2025
Adelie,Biscoe,34.4,14.7,156,2689,female,parental,chick,underweight,2025
Adelie,Biscoe,29.3,15.6,154,2706,female,parental,chick,underweight,2025
Adelie,Biscoe,26.8,16.4,174,3312,female,parental,chick,overweight,2025
Adelie,Biscoe,27.8,14.7,180,2766,female,parental,chick,underweight,2025
Adelie,Biscoe,26.4,17.9,154,2872,female,parental,chick,healthy,2025
Adelie,Biscoe,21.7,12.4,168,3184,female,parental,chick,healthy,2025
Adelie,Biscoe,41.8,12.5,190,3276,male,parental,chick,underweight,2025
Adelie,Biscoe,24.5,16,209,3529,male,parental,chick,healthy,2025
Adelie,Biscoe,33.9,15.2,178,3356,male,parental,chick,underweight,2025
Adelie,Biscoe,35.8,14.4,202,3755,male,parental,chick,healthy,2025
Adelie,Biscoe,25.6,13.7,193,3496,male,parental,chick,healthy,2025
Adelie,Biscoe,32.3,10.8,176,4073,male,parental,chick,overweight,2025
Adelie,Biscoe,36.2,14.4,206,3270,male,parental,chick,underweight,2025
Adelie,Biscoe,30.3,17.1,189,3715,male,parental,chick,healthy,2025
Adelie,Biscoe,31.8,17.3,196,3322,male,parental,chick,underweight,2025
Adelie,Biscoe,31.8,18.4,172,3713,male,parental,chick,healthy,2025
Adelie,Biscoe,27.9,15.9,200,3576,male,parental,chick,healthy,2025
Adelie,Biscoe,32.8,15.1,194,3899,male,parental,chick,overweight,2025
Adelie,Biscoe,56.1,17,214,4889,female,squid,adult,healthy,2025
Adelie,Biscoe,38.6,19.6,218,4732,female,squid,adult,healthy,2025
Adelie,Biscoe,33.6,14.9,181,4266,female,squid,juvenile,healthy,2025
Adelie,Biscoe,40.9,18.8,213,5692,male,squid,adult,healthy,2025
Adelie,Biscoe,39.7,19.3,180,3799,male,squid,juvenile,underweight,2025
Adelie,Biscoe,45.4,18.6,235,6317,male,squid,adult,overweight,2025
Adelie,Biscoe,46.8,17.6,228,5999,male,squid,adult,overweight,2025
Adelie,Dream,54.6,17.9,239,5099,female,fish,adult,overweight,2025
Adelie,Dream,57.1,16.6,246,5987,female,fish,adult,overweight,2025
Adelie,Dream,49.1,19.9,242,6234,female,fish,adult,overweight,2025
Adelie,Dream,53.7,19.7,220,5676,female,fish,adult,overweight,2025
Adelie,Dream,44.3,19.5,201,4550,female,fish,adult,healthy,2025
Adelie,Dream,60,18.2,218,4948,female,fish,juvenile,overweight,2025
Adelie,Dream,65.3,20.9,244,6943,male,fish,adult,overweight,2025
Adelie,Dream,50.7,18.9,222,6102,male,fish,juvenile,overweight,2025
Adelie,Dream,50.4,16.5,250,5652,male,fish,juvenile,overweight,2025
Adelie,Dream,44,19.4,213,6235,male,fish,juvenile,overweight,2025
Adelie,Dream,54.5,20.6,248,5761,male,fish,adult,healthy,2025
Adelie,Dream,24.4,16.9,173,2816,female,krill,juvenile,underweight,2025
Adelie,Dream,19.5,16.4,158,3150,female,krill,juvenile,underweight,2025
Adelie,Dream,24.7,19.8,208,4566,female,krill,adult,healthy,2025
Adelie,Dream,33.8,15.8,199,4421,female,krill,adult,healthy,2025
Adelie,Dream,22.3,17.5,181,4027,female,krill,juvenile,healthy,2025
Adelie,Dream,29.1,16.9,186,4434,female,krill,adult,healthy,2025
Adelie,Dream,27.5,19.1,166,3729,female,krill,juvenile,healthy,2025
Adelie,Dream,35.7,16.4,200,4678,female,krill,adult,healthy,2025
Adelie,Dream,25.2,12.2,180,3987,female,krill,juvenile,healthy,2025
Adelie,Dream,19.1,13.6,173,2951,female,krill,juvenile,underweight,2025
Adelie,Dream,31.3,18.9,215,4067,female,krill,adult,underweight,2025
Adelie,Dream,28.7,13.9,182,4000,female,krill,juvenile,healthy,2025
Adelie,Dream,24,14.4,186,4293,female,krill,juvenile,healthy,2025
Adelie,Dream,26.6,15.6,198,3590,female,krill,juvenile,underweight,2025
Adelie,Dream,25.7,18.1,169,3858,female,krill,juvenile,healthy,2025
Adelie,Dream,26.4,17.5,179,5269,female,krill,adult,overweight,2025
Adelie,Dream,27.9,16.6,185,4052,female,krill,juvenile,healthy,2025
Adelie,Dream,20.8,16.5,189,3670,female,krill,juvenile,underweight,2025
Adelie,Dream,22.4,14.1,151,4073,female,krill,juvenile,healthy,2025
Adelie,Dream,27.1,17.8,170,3702,female,krill,juvenile,healthy,2025
Adelie,Dream,30.8,21.5,175,4676,female,krill,juvenile,overweight,2025
Adelie,Dream,27.7,13.5,186,3898,female,krill,juvenile,healthy,2025
Adelie,Dream,31,17.2,202,3655,female,krill,adult,underweight,2025
Adelie,Dream,25.1,14.5,177,3773,female,krill,juvenile,healthy,2025
Adelie,Dream,21.3,16.6,215,3037,female,krill,juvenile,underweight,2025
Adelie,Dream,25.2,14.1,183,3893,female,krill,juvenile,healthy,2025
Adelie,Dream,17.1,19.5,184,3966,female,krill,juvenile,healthy,2025
Adelie,Dream,25.3,19.8,177,3753,female,krill,juvenile,healthy,2025
Adelie,Dream,35.8,20.4,211,5085,female,krill,adult,overweight,2025
Adelie,Dream,19.2,20.9,178,4376,female,krill,adult,healthy,2025
Adelie,Dream,18.6,17.2,198,4569,female,krill,juvenile,overweight,2025
Adelie,Dream,28.1,19.2,187,3562,female,krill,juvenile,underweight,2025
Adelie,Dream,27.9,18.4,206,4242,female,krill,adult,healthy,2025
Adelie,Dream,26.9,15.9,179,3702,female,krill,juvenile,healthy,2025
Adelie,Dream,29.4,18.3,166,3913,female,krill,juvenile,healthy,2025
Adelie,Dream,24.8,18.2,214,4482,female,krill,adult,healthy,2025
Adelie,Dream,31.6,24.7,208,5410,male,krill,adult,healthy,2025
Adelie,Dream,28.4,16.7,180,5028,male,krill,juvenile,healthy,2025
Adelie,Dream,28.7,17.4,206,4633,male,krill,juvenile,healthy,2025
Adelie,Dream,37.6,19.6,198,4115,male,krill,juvenile,underweight,2025
Adelie,Dream,33.2,17.5,193,4343,male,krill,juvenile,underweight,2025
Adelie,Dream,32.2,18.9,204,4740,male,krill,adult,underweight,2025
Adelie,Dream,32.3,19.2,219,4488,male,krill,juvenile,underweight,2025
Adelie,Dream,23.2,20.3,211,5563,male,krill,juvenile,overweight,2025
Adelie,Dream,20.9,18.3,196,3674,male,krill,juvenile,underweight,2025
Adelie,Dream,24.4,20.9,218,4289,male,krill,juvenile,underweight,2025
Adelie,Dream,22.4,18.1,195,4235,male,krill,juvenile,underweight,2025
Adelie,Dream,26,20.6,204,4503,male,krill,adult,underweight,2025
Adelie,Dream,26.7,18.4,193,4853,male,krill,juvenile,healthy,2025
Adelie,Dream,30.5,16.5,190,4463,male,krill,juvenile,underweight,2025
Adelie,Dream,31.4,17.1,207,4300,male,krill,juvenile,underweight,2025
Adelie,Dream,20,15.5,224,5046,male,krill,adult,underweight,2025
Adelie,Dream,24.7,19.6,179,4897,male,krill,juvenile,healthy,2025
Adelie,Dream,23.8,17.4,185,4494,male,krill,juvenile,underweight,2025
Adelie,Dream,28.3,14,201,4435,male,krill,juvenile,underweight,2025
Adelie,Dream,31.9,20,167,4595,male,krill,juvenile,healthy,2025
Adelie,Dream,38.4,21.7,208,5320,male,krill,adult,healthy,2025
Adelie,Dream,36.7,18.3,187,4865,male,krill,juvenile,healthy,2025
Adelie,Dream,35.9,22,221,4950,male,krill,adult,underweight,2025
Adelie,Dream,32.4,18.1,200,5508,male,krill,adult,healthy,2025
Adelie,Dream,34.5,16.1,237,5497,male,krill,adult,healthy,2025
Adelie,Dream,28.6,17,178,4564,male,krill,juvenile,healthy,2025
Adelie,Dream,23.3,18.7,197,3990,male,krill,juvenile,underweight,2025
Adelie,Dream,27.2,20.9,203,4007,male,krill,juvenile,underweight,2025
Adelie,Dream,34.5,18.2,208,4910,male,krill,juvenile,healthy,2025
Adelie,Dream,25.6,19.8,212,5914,male,krill,adult,healthy,2025
Adelie,Dream,19.7,16.8,171,3370,female,parental,chick,overweight,2025
Adelie,Dream,38.2,12.3,162,2997,female,parental,chick,healthy,2025
Adelie,Dream,28.4,13.3,154,3036,female,parental,chick,healthy,2025
Adelie,Dream,28,15.6,166,3008,female,parental,chick,healthy,2025
Adelie,Dream,33.4,14.9,167,2956,female,parental,chick,healthy,2025
Adelie,Dream,30.4,16.6,180,2731,female,parental,chick,underweight,2025
Adelie,Dream,30.8,13.7,180,2776,female,parental,chick,underweight,2025
Adelie,Dream,34.2,17.5,177,2997,female,parental,chick,healthy,2025
Adelie,Dream,29.4,14,169,3068,female,parental,chick,healthy,2025
Adelie,Dream,24.4,14.4,169,3252,female,parental,chick,overweight,2025
Adelie,Dream,36.1,17.2,176,2958,female,parental,chick,healthy,2025
Adelie,Dream,27.1,16.1,176,3306,female,parental,chick,overweight,2025
Adelie,Dream,27.3,19,174,2759,female,parental,chick,underweight,2025
Adelie,Dream,31.2,16.9,175,3042,female,parental,chick,healthy,2025
Adelie,Dream,23.5,17.6,169,2947,female,parental,chick,healthy,2025
Adelie,Dream,31.2,14.4,167,2737,female,parental,chick,underweight,2025
Adelie,Dream,34.7,17.6,148,2661,female,parental,chick,underweight,2025
Adelie,Dream,37.9,15.1,167,2913,female,parental,chick,healthy,2025
Adelie,Dream,37.4,11.1,179,3462,male,parental,chick,healthy,2025
Adelie,Dream,29.7,16.8,180,3757,male,parental,chick,healthy,2025
Adelie,Dream,32.3,16.5,165,3350,male,parental,chick,underweight,2025
Adelie,Dream,33.9,18.4,177,3543,male,parental,chick,healthy,2025
Adelie,Dream,33.7,15.6,217,3470,male,parental,chick,healthy,2025
Adelie,Dream,33.1,11.8,196,4043,male,parental,chick,overweight,2025
Adelie,Dream,39.6,16.5,183,3577,male,parental,chick,healthy,2025
Adelie,Dream,23.8,16.9,194,3692,male,parental,chick,healthy,2025
Adelie,Dream,30.9,11.7,168,3782,male,parental,chick,healthy,2025
Adelie,Dream,32.9,18.1,201,3687,male,parental,chick,healthy,2025
Adelie,Dream,39.1,15.6,172,3323,male,parental,chick,underweight,2025
Adelie,Dream,34.5,19.8,186,3355,male,parental,chick,underweight,2025
Adelie,Dream,41.8,14.1,170,3478,male,parental,chick,healthy,2025
Adelie,Dream,29.7,13.8,199,3282,male,parental,chick,underweight,2025
Adelie,Dream,27.5,14.7,182,3804,male,parental,chick,overweight,2025
Adelie,Dream,33.6,12.6,182,3968,male,parental,chick,overweight,2025
Adelie,Dream,37.7,16.4,195,3511,male,parental,chick,healthy,2025
Adelie,Dream,32.2,15.2,195,3679,male,parental,chick,healthy,2025
Adelie,Dream,31.3,17.9,174,3819,male,parental,chick,overweight,2025
Adelie,Dream,33.4,18.5,203,4767,female,squid,adult,healthy,2025
Adelie,Dream,33.1,21.4,212,5307,female,squid,adult,overweight,2025
Adelie,Dream,43.6,14.3,201,4279,female,squid,juvenile,healthy,2025
Adelie,Dream,37.4,21,219,5113,female,squid,adult,overweight,2025
Adelie,Dream,38.8,18.4,168,3793,female,squid,juvenile,healthy,2025
Adelie,Dream,52.2,20.1,245,6000,male,squid,adult,overweight,2025
Adelie,Dream,36.6,20,224,4713,male,squid,juvenile,healthy,2025
Adelie,Dream,34,20.5,221,4608,male,squid,adult,underweight,2025
Adelie,Torgensen,50.8,16.7,240,5267,female,fish,adult,overweight,2025
Adelie,Torgensen,44.4,16.8,225,4590,female,fish,adult,healthy,2025
Adelie,Torgensen,56,17.4,210,4312,female,fish,adult,healthy,2025
Adelie,Torgensen,47,15.8,213,6050,female,fish,adult,overweight,2025
Adelie,Torgensen,60.3,13.9,211,4436,female,fish,juvenile,overweight,2025
Adelie,Torgensen,63.9,18.1,230,5640,female,fish,adult,overweight,2025
Adelie,Torgensen,38.6,14.3,225,4915,female,fish,juvenile,overweight,2025
Adelie,Torgensen,50.5,16.5,193,5784,female,fish,juvenile,overweight,2025
Adelie,Torgensen,46.6,19.1,228,5667,female,fish,adult,overweight,2025
Adelie,Torgensen,41.7,16.1,268,5897,female,fish,adult,overweight,2025
Adelie,Torgensen,48.4,20.7,227,5004,female,fish,adult,overweight,2025
Adelie,Torgensen,47.5,21,241,5662,female,fish,adult,overweight,2025
Adelie,Torgensen,51.6,14.6,221,5556,female,fish,adult,overweight,2025
Adelie,Torgensen,50.7,19.7,219,5367,female,fish,juvenile,overweight,2025
Adelie,Torgensen,50,20.1,238,5476,female,fish,adult,overweight,2025
Adelie,Torgensen,58.3,19.2,261,5996,female,fish,adult,overweight,2025
Adelie,Torgensen,46.4,21.9,223,5135,female,fish,adult,overweight,2025
Adelie,Torgensen,50.4,17.2,207,4363,female,fish,juvenile,overweight,2025
Adelie,Torgensen,35.2,15.4,222,4016,female,fish,juvenile,healthy,2025
Adelie,Torgensen,48.1,16,242,5682,female,fish,adult,overweight,2025
Adelie,Torgensen,45,16.8,197,4591,female,fish,juvenile,overweight,2025
Adelie,Torgensen,43.3,18.8,240,5843,female,fish,adult,overweight,2025
Adelie,Torgensen,47.1,13.6,235,5249,female,fish,juvenile,overweight,2025
Adelie,Torgensen,57,16.3,210,4397,female,fish,juvenile,overweight,2025
Adelie,Torgensen,41.4,22.1,248,5335,female,fish,adult,overweight,2025
Adelie,Torgensen,31.1,18,233,4607,female,fish,juvenile,overweight,2025
Adelie,Torgensen,45.1,16.3,217,4663,female,fish,adult,healthy,2025
Adelie,Torgensen,48.2,18.6,224,6029,male,fish,juvenile,overweight,2025
Adelie,Torgensen,48.8,20.1,283,6016,male,fish,juvenile,overweight,2025
Adelie,Torgensen,60.4,20.4,210,5614,male,fish,juvenile,overweight,2025
Adelie,Torgensen,65.1,19.5,284,7356,male,fish,adult,overweight,2025
Adelie,Torgensen,43.3,17.4,231,5459,male,fish,juvenile,overweight,2025
Adelie,Torgensen,53.8,21.5,235,6656,male,fish,adult,overweight,2025
Adelie,Torgensen,55.9,20.5,256,6601,male,fish,adult,overweight,2025
Adelie,Torgensen,68.3,19.3,235,7228,male,fish,adult,overweight,2025
Adelie,Torgensen,64.4,19,230,5432,male,fish,adult,healthy,2025
